coin,chain,chainType,addressDeposit,tagDeposit,batchReleaseLimit,deposit_contractAddress_last6,coininfo_contractAddress_full,chainDeposit,chainWithdraw,confirmation,safeConfirmNumber,depositMin,withdrawMin,minAccuracy,withdrawFee,withdrawPercentageFee
0G,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,35b3eE,0x4B948d64dE1F71fCd12fB586f4c776421a35b3eE,1,1,60,60,0.001,0.6,8,0.3,0
1INCH,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,20c302,0x111111111117dc0aa78b770fa6a738034120c302,1,1,6,64,0.01,20,8,20,0
2Z,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,feMfvd,J6pQQ3FAcJQeWPPGppWRb4nM8jU3wLyYbRrLh7feMfvd,1,1,200,200,0.01,4,8,3.5,0
A,EOS,Vaulta,bybitdeposit,500091839,-1,vaulta,core.vaulta,1,1,1,1,0.0001,2,4,0.5,0
A8,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,4062dF,0x3E5A19c91266aD8cE2477B91585d1856B84062dF,1,1,6,64,0.1,20,8,20,0
AAPLX,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,RLJzJp,XsbEhLAtcf6HdfpFZ5xEMdqW8nfAvcsP5bdudRLJzJp,1,1,200,200,0.00001,0.01,8,0.005,0
AAVE,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,2ddae9,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1,1,6,64,0.00001,0.025,8,0.01,0
ACH,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,23143d,0xed04915c23f00a313a544955524eb7dbd823143d,1,1,6,64,0.1,113,8,113,0
ACS,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,AhDS5y,5MAYDfq5yxtudAhtfyuMBuHZjgAbaS9tbEyEQYAhDS5y,1,1,200,200,0.000001,380,6,1000,0
ADA,ADA,ADA,addr1v9hfw5ezh07rt3eehhqcqxfjzky02z5qsaj3dpnezhaszhgrgu77x,,-1,,,1,1,15,70,1,10,6,0.8,0
AERO,BASE,BASE,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,D98631,0x940181a94A35A4569E4529A3CDfB74e38FD98631,1,1,30,1800,0.001,0.5,8,0.5,0
AEVO,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,13b997,0xB528edBef013aff855ac3c50b381f253aF13b997,1,1,6,64,0.1,8,8,8,0
AFC,CHILIZ,Chiliz Chain,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,92550b,0x1d4343d35f0E0e14C14115876D01dEAa4792550b,1,1,30,60,1,1,0,0,0
AGI,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,0C3046,0x7dA2641000Cbb407C329310C461b2cB9c70C3046,1,1,6,64,0.1,20,8,20,0
AGLD,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,489a20,0x32353a6c91143bfd6c7d363b546e62a9a2489a20,1,1,6,64,0.01,3,8,3,0
AIOZ,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,3cBF18,0x626E8036dEB333b408Be468F951bdB42433cBF18,1,1,6,64,0.01,5,8,5,0
AIXBT,BASE,BASE,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,d1A825,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,1,1,30,1800,0.1,2,8,2,0
ALCH,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,NApump,HNg5PYJmtqcmzXrv6S9zP1CDKk5BgDuyFBxbvNApump,1,1,200,200,0.000001,25,6,25,0
ALGO,ALGO,ALGO,Z65ECQJOCR5LWCZURCUONOS4PETWVGMEAFM52WU5EBSI2RWMHMLUIXHOAI,,-1,,,1,1,1,1,0.03,10,6,0.01,0
ALMANAK,ARBI,Arbitrum One,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,7cc3a3,0xDeFA1D21c5F1cbeac00eeB54B44C7D86467cc3a3,1,0,120,3360,0,60,8,30,0
ALMANAK,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,7cc3a3,0xDeFA1D21c5F1cbeac00eeB54B44C7D86467cc3a3,1,0,60,60,0,60,8,30,0
ALMANAK,BASE,Base Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,7cc3a3,0xDeFA1D21c5F1cbeac00eeB54B44C7D86467cc3a3,1,0,30,1800,0,60,8,30,0
ALMANAK,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,7cc3a3,0xDeFA1D21c5F1cbeac00eeB54B44C7D86467cc3a3,1,1,6,64,0,180,8,90,0
ALMANAK,MANTLE,Mantle Network,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,7cc3a3,0xDeFA1D21c5F1cbeac00eeB54B44C7D86467cc3a3,1,0,100,100,0,60,8,30,0
ALT,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,c0fbFB,0x8457CA5040ad67fdebbCC8EdCE889A335Bc0fbFB,1,1,6,64,0.1,10,8,10,0
AMI,APTOS,APTOS,0x76bb20f88d2e7e2c5028d8e9b71ab2a7c44c4a6a8713ddd724aed4a3f8fc2969,,50000000000,de6451,0xb36527754eb54d7ff55daf13bcb54b42b88ec484bd6f0e3b2e0d1db169de6451,1,1,1,1,0.1,20,8,10,0
AMZNX,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,8LLZsg,Xs3eBt7uRfJX8QUs4suhyU8p2M6DoUDrJyWBa8LLZsg,1,1,200,200,0.00001,0.01,8,0.005,0
ANIME,ARBI,ARBI,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,70b4B3,0x37a645648dF29205C6261289983FB04ECD70b4B3,1,0,120,3360,0.1,30,8,16,0
ANIME,ETH,ETH,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,24C277,0x4DC26fC5854e7648a064a4ABD590bBE71724C277,1,1,6,64,0.1,30,8,16,0
ANKR,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,f3edd4,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,1,1,6,64,0.1,130,8,130,0
APE,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,594381,0x4d224452801aced8b2f0aebe155379bb5d594381,1,1,6,64,0.01,3.5,8,3.5,0
APEX,ARBI,Arbitrum One,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,0d3B56,0x61A1ff55C5216b636a294A07D77C6F4Df10d3B56,1,1,120,3360,0.001,0.4,8,0.2,0
APEX,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,af42b8,0x52a8845df664d76c69d2eea607cd793565af42b8,1,1,6,64,0.001,2,8,2,0
APT,APTOS,APTOS,0x76bb20f88d2e7e2c5028d8e9b71ab2a7c44c4a6a8713ddd724aed4a3f8fc2969,,-1,,,1,1,1,1,0.001,0.01,8,0.01,0
AR,AR,AR,PHBL97JzGkDEDq8juRo6XywbYLkA1MR5cSRXGhXA_80,,-1,,,1,1,20,55,0.001,0.03,8,0.03,0
ARB,ARBI,Arbitrum One,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,9E6548,0x912CE59144191C1204E64559FE8253a0e49E6548,1,1,120,3360,0.00000001,0.4,8,0.4,0
ARKM,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,b8b050,0x6E2a43be0B1d33b726f0CA3b8de60b3482b8b050,1,1,6,64,0.01,2,8,2,0
ARTY,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,e1b324,0x617Cab4aAae1f8dfb3eE138698330776a1e1b324,1,1,60,60,0.000001,1,6,1,0
ASTER,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,4f556A,0x000Ae314E2A2172a039B26378814C252734f556A,1,1,60,60,0.001,1,8,0.5,0
ATH,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,c5226B,0xbe0Ed4138121EcFC5c0E56B40517da27E6c5226B,1,1,6,64,0.1,60,8,60,0
ATOM,ATOM,ATOM,cosmos1cek44mv4ka2qjmu909tqwtaq4uaxw253zl4s0f,,-1,,,1,1,65,65,0.001,0.015,6,0.005,0
AURORA,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,207961,0xAaAAAA20D9E0e2461697782ef11675f668207961,1,1,6,64,0.00000001,30,8,30,0
AVA,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,22ceB9,0xa6C0c097741D55ECd9a3A7DeF3A8253fD022ceB9,1,1,6,64,0.01,3.85,8,3.85,0
AVAIL,AVAIL,AVAIL,5Cq9FpnoUjkWjvXNJVs9mygqLNkyXoDwzQYEBP1Bjkz8x2Wy,,-1,,,1,1,5,5,0.1,0.5,8,0.5,0
AVAX,XAVAX,AVAX,X-avax1du2s3c8xwjduads68x0q7ypmyrl4z75gjk43g4,,-1,,,1,1,1,1,0.0001,0.008,8,0.008,0
AVAX,CAVAX,AVAXC,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,30,120,0.0001,0.004,8,0.004,0
AVL,BSC,BSC,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,Fdc202,0x9BeEE89723cEeC27d7c2834bec6834208FFdc202,1,1,60,60,0.01,80,8,40,0
AVL,ETH,ETH,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,7A8Fa2,0x5c8D0C48810FD37A0A824D074ee290E64f7A8Fa2,1,1,6,64,0.01,80,8,40,0
AVNT,BASE,Base Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,5DF4f1,0x696F9436B67233384889472Cd7cD58A6fB5DF4f1,1,1,30,1800,0.01,2,8,0.8,0
AXL,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,a5E5f3,0x467719aD09025FcC6cF6F8311755809d45a5E5f3,1,1,6,64,0.000001,6,6,6,0
AXS,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,27b28b,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,1,1,6,64,0.001,0.8,8,0.8,0
B3,BASE,Base Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,dDB3B3,0xB3B32F9f8827D4634fE7d973Fa1034Ec9fdDB3B3,1,1,30,1800,0.1,400,8,200,0
BABY1,BBN,Babylon,bbn1xnsyyl96k6pd0wfdg3cxqj2f2tsuk89sctghcz,,500000000,,,1,1,10,90,0.005,30,6,15,0
BABYDOGE,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,02e8de,0xc748673057861a797275cd8a068abb95a902e8de,1,1,60,60,0.1,400000000,8,400000000,0
BAN,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,nSpump,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,1,1,200,200,0.000001,15,6,15,0
BARD,ETH,Ethereum (ERC20) ,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,6e9754,0xf0DB65D17e30a966C2ae6A21f6BBA71cea6e9754,1,1,6,64,0.001,10,8,5,0
BAT,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,2887ef,0x0d8775f648430679a709e98d2b0cb6250d2887ef,1,1,6,64,0.01,15,8,15,0
BB,BOUNCEBIT,BounceBit,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,60,60,0.01,1,8,1,0
BBSOL,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,pLPb4B,Bybit2vBJGhPF52GBdNaQfUJ6ZpThSgHBobjWZpLPb4B,1,1,200,200,0.00001,0.002,8,0.003,0
BCH,BCH,Bitcoin Cash,16jx7QuWMcaokcFwZrAuSoaDfoNzfcQio6,,-1,,,1,1,6,6,0.000001,0.001,8,0.001,0
BDXN,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,7CB091,0xBdBDBDd0c22888E63CB9098aD6D68439197CB091,1,1,6,64,0.1,20,8,10,0
BEAM,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,B0bFcE,0x62D0A8458eD7719FDAF978fe5929C6D342B0bFcE,1,1,6,64,0.1,300,8,300,0
BEL,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,28692f,0x8443f091997f06a61670b735ed92734f5628692f,1,0,60,60,0.0001,0.12,4,0.12,0
BEL,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,a07e14,0xa91ac63d040deb1b7a5e4d4134ad23eb0ba07e14,1,1,6,64,0.0001,4,4,4,0
BERA,BERA,Berachain,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,12,12,0.001,0.00001,8,0.000001,0
BICO,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,6cc6c2,0xf17e65822b568b3903685a7c9f496cf7656cc6c2,1,1,6,64,0.01,8.62,8,8.62,0
BIT,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,0fa4c5,0x1a4b46696b2bb4794eb3d4c26f1c55f9170fa4c5,1,0,6,64,0.001,,8,,
BLAST,BLAST,BLAST,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,88E2ad,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,1,1,60,1200,0.1,1,8,1,0
BLUR,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,208b44,0x5283d291dbcf85356a21ba090e6db59121208b44,1,1,6,64,0.1,10,8,10,0
BMT,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,3vErhY,FQgtfugBdpFN7PZ6NdPrZpVLDBrPGxXesi4gVu3vErhY,1,1,200,200,0.1,15,8,15,0
BNB,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,60,60,0.0000065,0.0002,8,0.0002,0
BOBA,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,53efbc,0x42bbfa2e77757c645eeaad1655e0911a7553efbc,1,1,6,64,0.1,20,8,20,0
BOME,SOL,Solana,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,Z74J82,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,1,1,200,200,0.000001,200,6,584.994098,0
BONK,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,pPB263,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,1,1,200,200,0.00001,50000,5,40000,0
BR,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,50000000000,f56B41,0xFf7d6A96ae471BbCD7713aF9CB1fEeB16cf56B41,1,1,60,60,0.01,20,8,10,0
BRETT,BASE,Base Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,B142E4,0x532f27101965dd16442E59d40670FaF5eBB142E4,1,1,30,1800,0.1,5,8,5,0
BREV,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,A8bfFb,0x086F405146Ce90135750Bbec9A063a8B20A8bfFb,1,1,6,64,0,5,8,2.5,0
BRZ,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,0B1839,0x01d33FD36ec67c6Ada32cf36b31e88EE190B1839,1,1,6,64,0.01,20,8,20,0
BRZ,MATIC,Polygon PoS,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,2475Dc,0x4eD141110F6EeeAbA9A1df36d8c26f684d2475Dc,1,1,60,150,0.01,1,8,1,0
BRZOLD,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,be2e2B,0x420412E765BFa6d85aaaC94b4f7b708C89be2e2B,1,1,6,64,0.0001,20,4,20,0
BRZOLD,MATIC,Polygon PoS,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,aD556f,0x491a4eB4f1FC3BfF8E1d2FC856a6A46663aD556f,1,1,60,150,0.0001,1,4,1,0
BTC,BTC,BTC,12uDr9PA5haFHegeMHQ1MoDckzqmwbfMax,,-1,,,1,1,1,2,0.00001,0.00027,8,0.000121,0
BTT,TRX,TRON (TRC20),TLRPtPM7UYp8MszAiUh4sSRbuMVRdnkxN8,,-1,aqnVp4,TAFjULxiVgT4qWk6UZwjqwZXTSaGaqnVp4,1,1,20,20,0.1,3000000,8,3000000,0
C98,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,f1c3a6,0xaec945e04baf28b135fa7c640f624f8d90f1c3a6,1,1,60,60,0.1,0.3,8,0.3,0
CAKE,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,81ce82,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,1,1,60,60,0.001,0.023,8,0.023,0
CAMP,CAMP,CAMP,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,10,10,0.1,0.1,8,0.1,0
CAMP,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,4671fC,0x84EAac1B2dc3f84D92Ff84c3ec205B1FA74671fC,1,1,6,64,0.1,30,8,30,0
CARV,BASE,BASE,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,10AA8C,0xc08Cd26474722cE93F4D0c34D16201461c10AA8C,1,1,30,1800,0.01,0.5,8,0.5,0
CAT,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,d3063D,0x6894CDe390a3f51155ea41Ed24a33A4827d3063D,1,1,60,60,0.1,100000,8,50000,0
CATI,MANTLE,MANTLE,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,94eDc0,0x1Bdd8878252DaddD3Af2ba30628813271294eDc0,1,1,100,700,0.01,0,8,0,0
CATI,TON,TON,UQBNyDB5zyARo7ozJsXgwCB6xaMxlxoYqZO67QeYcdv4CVTZ,,-1,9UAAD7,EQD-cvR0Nz6XAyRBvbhz-abTrRC6sI5tvHvvpeQraV9UAAD7,1,1,1,1,0.01,0.3,8,0.3,0
CBK,MATIC,Polygon PoS,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,D2c573,0x4EC203dD0699Fac6adAF483CDd2519BC05D2c573,1,1,60,150,0.01,1,8,1,0
CC,CANTON,CANTON,fba188::1220b5c7e1c4c31c691712a9e660bc611ad91ee0aad58580108db04b84b560b3aa31,10132280,-1,,,1,1,1,1,1,1,8,5,0
CELO,CELO,CELO,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,10,2400,0.01,0.002,8,0.001,0
CFG,ETH,Ethereum (ERC20) ,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,4e8A94,0xcccCCCcCCC33D538DBC2EE4fEab0a7A1FF4e8A94,1,1,6,64,0.01,10,8,10,0
CGPT,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,f00f98,0x9840652DC04fb9db2C43853633f0F62BE6f00f98,1,1,60,60,0.1,2,8,2,0
CHILLGUY,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,4Jpump,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,1,1,200,200,0.000001,30,6,30,0
CHZ,CHILIZ,Chiliz Chain,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,30,60,0.1,1,8,0,0
CHZ,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,e3b4af,0x3506424f91fd33084466f402d5d97f05f8e3b4af,1,0,6,64,0.1,220,8,110,0
CITY,CHILIZ,Chiliz Chain,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,1B3F79,0x6401b29F40a02578Ae44241560625232A01B3F79,1,1,30,60,1,1,0,0,0
CLOUD,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,yHFzAu,CLoUDKc4Ane7HeQcPpE3YHnznRxhMimJ4MyaUqyHFzAu,1,1,200,200,0.01,8,8,10,0
CMETH,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,59e8fA,0xE6829d9a7eE3040e1276Fa75293Bde931859e8fA,1,1,6,64,0.000001,0.0015,8,0.0015,0
CMETH,MANTLE,MANTLE,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,59e8fA,0xE6829d9a7eE3040e1276Fa75293Bde931859e8fA,1,1,100,700,0.000001,0.0003,8,0.0003,0
COINX,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,tePxNu,Xs7ZdzSHLU9ftNJsii5fCeJhoRWSC32SQGzGQtePxNu,1,1,200,200,0.00001,0.004,8,0.002,0
COM,BTC,BRC20 - unisat,12uDr9PA5haFHegeMHQ1MoDckzqmwbfMax,,-1,.com,.com,1,0,3,3,0.000001,60,8,30,0
COMMON,BASE,Base Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,f84701,0x4c87da04887a1F9F21F777E3A8dD55C3C9f84701,1,1,30,1800,0.1,60,8,30,0
COMMON,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,oB11WJ,H1MHqq1dsExxeuYTd8JZzM51z33RvxjuM5sx2oB11WJ,1,0,200,200,0.1,60,8,30,0
COMP,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,f26888,0xc00e94cb662c3520282e6f5717214004a7f26888,1,1,6,64,0.0001,0.14,8,0.068,0
