coin,chain,chainType,addressDeposit,tagDeposit,batchReleaseLimit,deposit_contractAddress_last6,coininfo_contractAddress_full,chainDeposit,chainWithdraw,confirmation,safeConfirmNumber,depositMin,withdrawMin,minAccuracy,withdrawFee,withdrawPercentageFee
USDT,CORN,CORN (USDT0),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,625ebb,0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb,1,1,30,600,0.005,2,4,0,0
USDT,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,1,1,6,64,0.005,6,4,3,0
USDT,HYPEREVM,HYPEREVM (USDT0),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,625ebb,0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb,1,1,30,30,0.005,2,4,0,0
USDT,KLAY,KAIA,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,3e4fdb,0xd077a400968890eacc75cdc901f0356c943e4fdb,1,1,30,120,0.005,1,4,0.5,0
USDT,KAVAEVM,KAVAEVM,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,69109c,0x919c1c267bc06a7039e03fcc2ef738525769109c,1,1,10,10,0.005,0.3,4,0.3,0
USDT,MONAD,MONAD(USDT0),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,0fC82D,0xe7cd86e13AC4309349F30B3435a9d337750fC82D,1,1,3,10,0.005,2,4,1,0
USDT,MANTLE.E,Mantle Network(Bridged),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,e956ae,0x201eba5cc46d216ce6dc03f6a759e8e766e956ae,1,1,100,100,0.005,0.3,4,0,0
USDT,MANTLE,Mantle Network(USDT0),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,713736,0x779Ded0c9e1022225f8E0630b35a9b54bE713736,1,1,100,700,0.005,0.3,4,0,0
USDT,OP,OP Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,e58e58,0x94b008aA00579c1307B0EF2c499aD98a8ce58e58,1,1,30,1800,0.005,1,4,1,0
USDT,PLASMA,Plasma (USDT0),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,625ebb,0xB8CE59FC3717ada4C02eaDF9682A9e934F625ebb,1,1,10,10,0.005,2,4,0,0
USDT,MATIC,Polygon PoS,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,b58e8f,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,1,1,60,150,0.005,1,4,1,0
USDT,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,enwNYB,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,1,1,200,200,0.005,10,4,1,0
USDT,TON,TON,UQBNyDB5zyARo7ozJsXgwCB6xaMxlxoYqZO67QeYcdv4CVTZ,,-1,Id_sDs,EQCxE6mUtQJKFnGfaROTKOt1lZbDiiX1kCixRv7Nw2Id_sDs,1,1,1,1,0.005,1,4,0.3,0
USDT,TRX,TRON (TRC20),TLRPtPM7UYp8MszAiUh4sSRbuMVRdnkxN8,,-1,gjLj6t,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,1,1,20,20,0.005,2.6,4,1,0
USDTB,ETH,ETH,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,18aC1C,0xC139190F447e929f090Edeb554D95AbB8b18aC1C,1,1,6,64,0.005,6,8,3,0
USDY,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,CB985C,0x96F6eF951840721AdBF46Ac996b59E0235CB985C,1,1,6,64,0.001,6,8,3,0
USDY,MANTLE,Mantle Network,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,57c5A6,0x5bE26527e817998A7206475496fDE1E68957c5A6,1,1,100,700,0.001,1,8,0,0
USTC,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,49d6fc,0x23396cf899ca06c4472205fc903bdb4de249d6fc,1,0,60,60,0.000001,1,6,1,0
USTC,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,661acd,0xa47c8bf37f92abed4a126bda807a7b7498661acd,1,1,6,64,0.000001,25,6,25,0
USTC,LUNA,Terra Classic,terra1djhrh9dgxqmqytfvtv733vvkset37p3qfnv7nf,,-1,,,1,1,30,30,0.000001,100,6,0.05,0.005
UXLINK,ETH,Ethereum (ERC20) ,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,61Fef3,0x3991B07b2951a4300Da8c76e7d2c7eddE861Fef3,1,1,6,64,0.1,60,8,30,0
VANA,VANA,VANA,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,16,16,0.001,0.1,8,0.06,0
VANRY,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,bb8624,0x8DE5B80a0C1B02Fe4976851D030B36122dbb8624,1,1,6,64,0.1,100,8,100,0
VELO,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,f6fd46,0xf486ad071f3bEE968384D2E39e2D8aF0fCf6fd46,1,1,60,60,0.1,100,7,100,0
VELO,XLM,XLM,GDT7ARDYZRBXXYOCSQ3MUMISTITSSRWZI6KR2A5L5Q3KB4QIZHGYMTIH,11498127,-1,RM2M5M,VELO:GDM4RQUQQUVSKQA7S6EM7XBZP3FCGH4Q7CL6TABQ7B2BEJ5ERARM2M5M,1,1,1,1,0.1,1,7,0,0
VENOM,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,8D87C9,0x46F84DC6564Cdd93922F7BFb88B03D35308D87C9,1,1,6,64,0.01,30,8,30,0
VENOM,VENOM,VENOM,0:7e943857927b29682594e54424f98ed3d4e4aa4f2c2b6b4ad5fb9f9964b1b21b,,-1,,,1,1,50,50,0.01,0.1,8,0.1,0
VET,VECHAIN,VeChain,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,50000000000,,,1,1,12,12,0.1,120,8,60,0
VIC,VIC,Viction,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,100,200,0.01,0.5,8,0.5,0
VINU,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,98F0aa,0xfEbe8C1eD424DbF688551D4E2267e7A53698F0aa,1,1,60,60,0.1,10000000,8,10000000,0
VIRTUAL,BASE,BASE,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,4e7E1b,0x0b3e328455c4059EEb9e3f84b5543F74E24e7E1b,1,1,30,1800,0.005,0.3,8,0.3,0
VIRTUAL,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,Zfyr9y,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y,1,0,200,200,0.001,1.4,8,0.7,0
VOOI,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,BCF341,0x876cEcb73c9ED1B1526F8e35C6a5a51a31BCF341,1,1,60,60,0,20,8,10,0
VOOI,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,07A481,0xb31561F0e2aaC72406103b1926356D756F07A481,1,1,6,64,0,20,8,10,0
VOOI,MANTLE,Mantle Network,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,5A09f1,0xd81a4aDea9932a6BDba0bDBc8C5Fd4C78e5A09f1,1,0,100,100,0,20,8,0,0
VRA,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,507255,0xf411903cbc70a74d22900a5de66a2dda66507255,1,1,6,64,0.1,2000,8,2000,0
VTHO,VECHAIN,VeChain,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,5000000000,726779,0x0000000000000000000000000000456E65726779,1,1,12,12,0.1,400,8,200,0
VVV,BASE,Base Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,50000000000,cC21bf,0xacfE6019Ed1A7Dc6f7B508C02d1b04ec88cC21bf,1,1,30,1800,0.001,1,8,0.5,0
W,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,6000000,stQAmQ,85VBFQZC9TZkfaptBWjvUw7YbZjy52A6mjtPGjstQAmQ,1,1,200,200,0.000001,3.3,6,10,0
WAL,SUI,SUI,0x4b53485baf19637218b347aa476a39ac0510958d55f78c69c4be9e244add17df,,50000000000,l::WAL,0x356a26eb9e012a68958082340d4c4116e7f55615cf27affcff209cf0ae544f59::wal::WAL,1,1,1,1,0.01,40,8,2,0
WAVES,WAVES,Waves,3P2EqW4diRRVEuiHD113LgrBMGJq2z5syWg,,-1,,,1,1,50,100,0.001,0.402,8,0.002,0
WAXP,WAXP,WAX,bybitwaxonly,10051674,-1,,,1,1,1,1,0.1,2,8,2,0
WBTC,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,c2c599,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,1,1,6,64,0.000001,0.0001,8,0.0001,0
WBTC,MANTLE,Mantle Network,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,aebfa2,0xcabae6f6ea1ecab08ad02fe02ce9a44f09aebfa2,1,1,100,700,0.000001,0.00001,8,0,0
WCT,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,927945,0xeF4461891DfB3AC8572cCf7C794664A8DD927945,1,0,6,64,0.01,10,8,5,0
WCT,OP,OP Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,500000000,927945,0xeF4461891DfB3AC8572cCf7C794664A8DD927945,1,1,100,100,0.01,4,8,2,0
WCT,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,BuYTBY,WCTk5xWdn5SYg56twGj32sUF3W4WFQ48ogezLBuYTBY,1,1,200,200,0.01,6,8,6,0
WEETH,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,59b7ee,0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee,1,1,6,64,0.000001,0.0027,8,0.0027,0
WEMIX,WEMIX,WEMIX,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,60,60,0.01,0.8,8,0.8,0
WEN,SOL,Solana,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,p3LCpk,WENWENvqqNya429ubCdR81ZmD69brwQaaBYY6p3LCpk,1,1,200,200,0.00001,300000,5,150000,0
WET,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,BuRZ2U,WETZjtprkDMCcUxPi9PfWnowMRZkiGGHDb9rABuRZ2U,1,1,200,200,0,40,6,20,0
WHITEWHALE,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,wppump,a3W4qutoEJA4232T2gwZUfgYJTetr96pU4SJMwppump,1,1,200,200,0,24,6,12,0
WIF,SOL,Solana,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,65zcjm,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1,1,200,200,0.000001,0.6,6,0.9,0
WLD,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,318753,0x163f8C2467924be0ae7B5347228CABF260318753,1,1,6,64,0.001,1.5,8,1.5,0
WLD,OP,OP Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,6226F1,0xdC6fF44d5d932Cbd77B52E5612Ba0529DC6226F1,1,1,30,1800,0.001,0.2,8,0.2,0
WLFI,ETH,Ethereum (ERC20) ,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,7CBeF6,0xdA5e1988097297dCdc1f90D4dFE7909e847CBeF6,1,1,6,64,0.000001,30,6,15,0
WLFI,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,7oC16g,WLFinEv6ypjkczcS83FZqFpgFZYwQXutRbxGe7oC16g,1,1,200,200,0.000001,10,6,5,0
WMNT,MANTLE,Mantle Network,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,7f4cb8,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,1,1,100,700,0.001,0.5,8,0,0
WOO,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,945d4b,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,1,1,6,64,0.1,40,8,20,0
X,TON,TON,UQBNyDB5zyARo7ozJsXgwCB6xaMxlxoYqZO67QeYcdv4CVTZ,,-1,TOo__X,EQB4zZusHsbU2vVTPqjhlokIOoiZhEdCMT703CWEzhTOo__X,1,1,1,1,0.1,10000,8,1000,0
XAI,ARBI,Arbitrum One,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,8C9D66,0x4Cb9a7AE498CEDcBb5EAe9f25736aE7d428C9D66,1,0,120,3360,0.1,1,8,1,0
XAI,XAI,XAI,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,140,6000,0.1,0.2,8,0.1,0
XAN,ETH,Ethereum (ERC20) ,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,3Cf8e7,0xCEDbEA37C8872c4171259Cdfd5255CB8923Cf8e7,1,1,6,64,0.1,120,8,60,0
XAUT,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,200000,782F38,0x68749665FF8D2d112Fa859AA293F07A622782F38,1,1,6,64,0.000001,0.002,6,0.001,0
XAUT,MONAD,MONAD,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,bC1071,0x01bFF41798a0BcF287b996046Ca68b395DbC1071,1,0,3,10,0,0.0003,6,0.0003,0
XAUT,MANTLE,Mantle Network,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,82F58E,0x6199CCd9273A1E0e41e2cC18d9dAcd1E9382F58E,1,1,100,100,0.000001,0.0004,6,0,0
XAUT,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,zLpU9P,AymATz4TCL9sWNEEV9Kvyz45CHVhDZ6kUgjTJPzLpU9P,1,1,200,200,0.000001,0.0004,6,0.0002,0
XAUT,TON,TON,UQBNyDB5zyARo7ozJsXgwCB6xaMxlxoYqZO67QeYcdv4CVTZ,,-1,dKxi9k,EQA1R_LuQCLHlMgOo1S4G7Y7W1cd0FrAkbA10Zq7rddKxi9k,1,1,1,1,0.000001,0.0003,6,0.0003,0
XAVA,CAVAX,AVAXC,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,166fc4,0xd1c3f94de7e5b45fa4edbba472491a9f4b166fc4,1,1,30,120,0.01,0.2,8,0.2,0
XDC,XDC,XDC,xdc059ea204e19d28a9465419bda634678d20c89a79,,-1,,,1,1,32,32,0.01,13,8,6.5,0
XEM,NEM,NEM,NCDZDXLTPSSHGWDGBWCNC67GDM7VU6ZQM4KJLXWZ,10017186,-1,,,1,1,10,10,0.000001,4,6,4,0
XION,XION,XION,xion12gp2q7rfvyux3gew2hnu7f2wefsmsamqrm4p4e,10772968,-1,,,1,1,10,10,0.000001,0.15,6,0.15,0
XLM,XLM,Stellar Lumens,GDT7ARDYZRBXXYOCSQ3MUMISTITSSRWZI6KR2A5L5Q3KB4QIZHGYMTIH,11498127,-1,,,1,1,1,1,0.01,8,7,0.02,0
XO,SUI,SUI,0x4b53485baf19637218b347aa476a39ac0510958d55f78c69c4be9e244add17df,,-1,xo::XO,0x90f9eb95f62d31fbe2179313547e360db86d88d2399103a94286291b63f469ba::xo::XO,1,1,1,1,0.1,4,8,2,0
XPL,PLASMA,PLASMA,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,10,10,0.01,1,8,0.5,0
XRP,XRP,XRP,rJn2zAPdFA193sixJwuFixRkYDUtx3apQh,501323098,-1,,,1,1,1,1,0.01,1.2,6,0.2,0
XTER,BSC,BSC,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,DA1ca5,0x103071Da56e7cD95b415320760D6a0dDC4DA1ca5,1,1,60,60,0.1,25,8,25,0
XTZ,XTZ,XTZ,tz1XG1ajeF7FDwVg2WvS86KBB6Z8VwYW868x,,-1,,,1,1,10,60,0.000001,0.01,6,0.01,0
XUSD,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,3bfcB9,0xF81aC2E1A0373ddE1BcE01E2Fe694a9b7E3bfcB9,1,1,60,60,0.005,1,6,1,0
XUSD,ETH,Ethereum (ERC20) ,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,7c2815,0xC08e7E23C235073C6807C2EFE7021304cb7c2815,1,1,6,64,0.005,3,6,3,0
YB,ETH,Ethereum (ERC20) ,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,c045fF,0x01791F726B4103694969820be083196cC7c045fF,1,1,6,64,0.01,6,8,3,0
YFI,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,6ad93e,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,1,1,6,64,0.000001,0.00033,8,0.00033,0
ZBT,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,777777,0xfAB99fCF605fD8f4593EDb70A43bA56542777777,1,1,60,60,0.01,6,8,3,0
ZBT,ETH,Ethereum (ERC20) ,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,777777,0xfAB99fCF605fD8f4593EDb70A43bA56542777777,1,1,6,64,0.01,18,8,9,0
ZEN,BASE,Base Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,179229,0xf43eB8De897Fbc7F2502483B2Bef7Bb9EA179229,1,1,30,1800,0.0001,0.2,8,0.1,0
ZENT,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,381BFa,0xdBB7a34Bf10169d6d2D0d02A6cbb436cF4381BFa,1,1,6,64,0.1,30,8,30,0
ZEREBRO,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,eSo2Wn,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,1,1,200,200,0.000001,25,6,35,0
ZETA,ZETA,ZetaChain,zeta1zv2jfqs05xrj4ylsq853wala582kq0qhc329am,10053396,-1,,,1,1,10,10,0.000000000000000001,2,8,1,0
ZETA,ZETAEVM,ZetaChain EVM,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,,,1,1,10,10,0.01,1,8,0.5,0
ZEX,SOL,SOL,H9J4iqxRZZeDAzux33GdZqk3frX5tcGCZdGoU5tVLCzx,,-1,NadWPo,ZEXy1pqteRu3n13kdyh4LwPQknkFk3GzmMYMuNadWPo,1,1,200,200,0.000001,30,6,30,0
ZIG,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,a94f01,0xb2617246d0c6c0087f18703d576831899ca94f01,1,1,6,64,0.01,35,6,35,0
ZIG,ZIG,ZIG,zig1tp6xtemupu9e9wk3xka9ew66qzhwa2vf2q24m8,,-1,,,1,1,3,20,0.01,30,6,15,0
ZIL,ZIL,ZIL,zil1nk3nfjermvnc2pa87u3gq9pd3hncz8avzxhp5e,,-1,,,1,1,15,15,0.1,0.4,8,0.2,0
ZK,ZKV2,ZKsync Era,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,7Eaf3E,0x5A7d6b2F92C77FAD6CCaBd7EE0624E64907Eaf3E,1,1,100,30000,0.1,0.5,8,1,0
ZKC,ETH,Ethereum (ERC20) ,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,F55555,0x000006c2A22ff4A44ff1f5d0F2ed65F781F55555,1,1,6,64,0.01,6,8,3,0
ZKJ,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,302e81,0xC71B5F631354BE6853eFe9C3Ab6b9590F8302e81,1,0,60,60,0.01,0.2,8,0.2,0
ZKJ,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,302e81,0xC71B5F631354BE6853eFe9C3Ab6b9590F8302e81,1,1,6,64,0.01,4,8,4,0
ZKP,BSC,BSC (BEP20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,c231a3,0xd89B7dD376E671c124352267516BEF1C2cc231a3,1,1,60,60,0,12,8,6,0
ZKP,BASE,Base Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,bF0065,0xc6C1BE6C6D828f9Cea70F1B8351879510fbF0065,1,0,30,1800,0,12,8,6,0
ZKP,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,8c8Dbc,0xe1Be424F442D0687129128C6c38aAce44F8c8Dbc,1,1,6,64,0,36,8,18,0
ZORA,BASE,Base Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,500000000,0aFc69,0x1111111111166b7FE7bd91427724B487980aFc69,1,1,30,1800,0.01,20,8,10,0
ZRC,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,44D162,0xfd418e42783382E86Ae91e445406600Ba144D162,1,1,6,64,0.1,90,8,90,0
ZRC,ZIRCUIT,ZIRCUIT,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,44D162,0xfd418e42783382E86Ae91e445406600Ba144D162,1,0,150,1800,0.1,15,8,15,0
ZRO,CAVAX,AVAX-C Chain,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,3271cd,0x6985884C4392D348587B19cb9eAAf157F13271cd,1,1,30,120,0.001,0.1,8,0.1,0
ZRO,ARBI,Arbitrum One,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,3271cd,0x6985884C4392D348587B19cb9eAAf157F13271cd,1,0,120,3360,0.001,0.1,8,0.1,0
ZRO,BASE,BASE,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,3271cd,0x6985884C4392D348587B19cb9eAAf157F13271cd,1,1,30,1800,0.001,1,8,1,0
ZRO,BSC,BSC,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,3271cd,0x6985884C4392D348587B19cb9eAAf157F13271cd,1,0,60,60,0.001,,8,,
ZRO,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,3271cd,0x6985884C4392D348587B19cb9eAAf157F13271cd,1,1,6,64,0.001,1,8,1,0
ZRO,OP,OP Mainnet,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,3271cd,0x6985884C4392D348587B19cb9eAAf157F13271cd,1,1,30,1800,0.001,0.1,8,0.1,0
ZRO,MATIC,Polygon PoS,0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,3271cd,0x6985884C4392D348587B19cb9eAAf157F13271cd,1,0,60,150,0.001,,8,,
ZRX,ETH,Ethereum (ERC20),0x8e1703b42c662cdf8460af3735351ab2a3711e67,,-1,99f498,0xe41d2489571d322189246dafa5ebde1f4699f498,1,1,6,64,0.01,10,8,10,0
